name,type,region,city,address,phones,emails,website,chief_physician,pathology_head,nmic_ref,source_url,verification_status
Перинатальный центр,perinatal_center,Иркутская область,Иркутск,"100 к2, Приморский микрорайон",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/132318880,pending
Перинатальный центр,perinatal_center,Смоленская область,городской округ Смоленск,"Заводская улица, микрорайон Королёвка",+7 4812 381162,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/674441797,pending
Перинатальный центр,perinatal_center,Архангельская область,Архангельск,"улица Гагарина, Привокзальный",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/368830608,pending
Перинатальный центр,perinatal_center,Алтайский край,Барнаул,"улица Попова, 29",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/41129885,pending
Перинатальный центр,perinatal_center,Калужская область,Калуга,"переулок Вишневского, Анненки",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/421789762,pending
Перинатальный центр,perinatal_center,Самарская область,Самара,"Ташкентская улица, 157, Кировский район",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/52521904,pending
Перинатальный центр,perinatal_center,Белгородская область,Белгород,"Архиерейская улица, Харьковская гора",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/546410869,pending
Перинатальный центр,perinatal_center,Саратовская область,Энгельс,улица Ломоносова,,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/108072244,pending
Перинатальный центр,perinatal_center,Саратовская область,Саратов,"Рабочая улица, 144, Октябрьское ущелье",+7 (8452) 39-36-52Приемное отделение,,http://perc.medportal.saratov.gov.ru/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/relation/19849958,pending
Перинатальный центр,perinatal_center,Брянская область,Брянск,"улица Камозина, 11с1, Cтарая Бежица",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/530185524,pending
Перинатальный центр,perinatal_center,Псковская область,Псков,"улица Кузбасской Дивизии, 4, Завеличье",+7 8112 569340,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/286262253,pending
Перинатальный центр,perinatal_center,Костромская область,Кострома,"Галичская улица, Центральный",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/179945811,pending
Перинатальный центр,perinatal_center,Хабаровский край,Хабаровск,"Госпитальный переулок, Казачка",74212451990,,https://guzpc.ru,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/68309110,pending
Перинатальный центр,perinatal_center,Курская область,городской округ Курск,"проспект Вячеслава Клыкова, Юго-Западный район",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/1230534888,pending
Перинатальный центр,perinatal_center,Тверская область,городской округ Тверь,"Петербургское шоссе, Юность",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/9159666420,pending
Перинатальный центр,perinatal_center,Пензенская область,городской округ Пенза,"улица Лермонтова, Октябрьский сад",+7 (8412) 54‒84‒07;+7 (8412) 45‒54‒56;+7 (8412) 45‒55‒14;+7‒967‒446‒14‒79,,rodipenza.ru;www.penza-filatova.ru/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/613404369,pending
Перинатальный центр,perinatal_center,Кемеровская область,Новокузнецк,"Аттракционы, Новый Город",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/1298170159,pending
Перинатальный центр,perinatal_center,Кабардино-Балкария,Нальчик,"улица Шогенова, Нарт",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/294784214,pending
Областной перинатальный центр,perinatal_center_regional,Свердловская область,Екатеринбург,"улица Серафимы Дерябиной, 32/2, Юго-Западный",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/6285471997,pending
Областной перинатальный центр,perinatal_center_regional,Калининградская область,Калининград,"улица Каштановая Аллея, Район Амалиенау",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/1125589885,pending
Областной перинатальный центр,perinatal_center_regional,Оренбургская область,Оренбург,"Невельская улица, 24 к3, Новостройка",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/147677715,pending
Областной перинатальный центр,perinatal_center_regional,Челябинская область,Челябинск,"улица Медгородок, Центральный район",+7 351 2252427,secretar@opc74.ru,https://opc74.ru,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/465618863,pending
Областной перинатальный центр,perinatal_center_regional,Курская область,городской округ Курск,проспект Вячеслава Клыкова,,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/119600307,pending
Родильный дом,maternity_hospital,Москва,Москва,"Федеративный проспект, 17 с9, район Новогиреево",,,,,,,https://www.openstreetmap.org/way/28965559,pending
Родильный дом,maternity_hospital,Свердловская область,Екатеринбург,"Суворовский переулок, 4, Уралмаш",,,,,,,https://www.openstreetmap.org/way/35840252,pending
Родильный дом,maternity_hospital,Новосибирская область,Новосибирск,"улица Пирогова, 25 к1, Микрорайон ""Щ""",,,,,,,https://www.openstreetmap.org/way/48270857,pending
Родильный дом,maternity_hospital,Волгоградская область,Волгоград,"улица Пельше, 2",,,,,,,https://www.openstreetmap.org/way/116726877,pending
Родильный дом,maternity_hospital,Пермский край,Пермь,"улица Липатова, 19А, Закамск",,,,,,,https://www.openstreetmap.org/way/84532660,pending
Родильный дом,maternity_hospital,Оренбургская область,Оренбург,"Невельская улица, 24 к4, Новостройка",,,,,,,https://www.openstreetmap.org/way/109733756,pending
Родильный дом,maternity_hospital,Калужская область,Калуга,"улица Вишневского, 1 к6, Анненки",,,,,,,https://www.openstreetmap.org/way/122417169,pending
Родильный дом,maternity_hospital,Псковская область,Великие Луки,"улица Софьи Ковалевской, 20",,,,,,,https://www.openstreetmap.org/node/4626192348,pending
Родильный дом,maternity_hospital,Челябинская область,Челябинск,"Черкасская улица, 2 к4, Металлургический район",,,,,,,https://www.openstreetmap.org/way/115055596,pending
Родильный дом,maternity_hospital,Брянская область,Брянск,"улица Фокина, 84, Советский район",,,,,,,https://www.openstreetmap.org/way/106948670,pending
Родильный дом,maternity_hospital,Кемеровская область,Новокузнецк,"улица Сеченова, 17Б, Комсомольская Площадка",,,,,,,https://www.openstreetmap.org/way/88010482,pending
Родильный дом,maternity_hospital,Ростовская область,Таганрог,"улица Ленина, 153, Комбициевка",,,,,,,https://www.openstreetmap.org/way/194190285,pending
Родильный дом,maternity_hospital,Ростовская область,городской округ Новочеркасск,"Первомайская улица, Черёмушки",,,,,,,https://www.openstreetmap.org/way/184326899,pending
Родильный дом,maternity_hospital,Краснодарский край,Новороссийск,"улица Революции 1905 года, 30Г",,,,,,,https://www.openstreetmap.org/way/125910782,pending
Родильный дом,maternity_hospital,Ростовская область,Азов,"Кагальницкое шоссе, 3, Солнечный",,,,,,,https://www.openstreetmap.org/way/112136386,pending
Родильный дом,maternity_hospital,Магаданская область,Магадан,"улица Наровчатова, 11А, Кожзавод",,,,,,,https://www.openstreetmap.org/way/216883851,pending
Родильный дом,maternity_hospital,Московская область,Королёв,"Октябрьская улица, 30, Подлипки",,,,,,,https://www.openstreetmap.org/way/31846566,pending
Родильный дом,maternity_hospital,Московская область,Красногорск,"улица Карбышева, 2, Чернево",+7 495 5630823,,,,,,https://www.openstreetmap.org/way/36862049,pending
Родильный дом,maternity_hospital,Самарская область,городской округ Тольятти,"улица Баныкина, 8 к13, Центральный район",,,,,,,https://www.openstreetmap.org/node/11827148401,pending
Родильный дом,maternity_hospital,Москва,Коммунарка,"улица Сосенский Стан, 8 с7",,,,,,,https://www.openstreetmap.org/way/701670973,pending
Родильный дом,maternity_hospital,Московская область,Ногинск,"Электростальское шоссе, МОГЭС",,,,,,,https://www.openstreetmap.org/way/167974329,pending
Родильный дом,maternity_hospital,Республика Коми,Воркута,"Сангородок, 4/1",,,,,,,https://www.openstreetmap.org/way/31833494,pending
Родильный дом,maternity_hospital,Челябинская область,Златоуст,"улица Маяковского, 9",,,,,,,https://www.openstreetmap.org/way/96807441,pending
Родильный дом,maternity_hospital,Смоленская область,Вязьма,"Комсомольская улица, 33",,,,,,,https://www.openstreetmap.org/way/222054565,pending
Родильный дом,maternity_hospital,Челябинская область,Миасс,"Ильменская улица, 83, Мелентьевский",,,,,,,https://www.openstreetmap.org/way/90990133,pending
Родильный дом,maternity_hospital,Санкт-Петербург,Ломоносов,"Иликовский проспект, 1/3 литВ, Троицкая слобода",,,,,,,https://www.openstreetmap.org/way/95028247,pending
Родильный дом,maternity_hospital,Ханты-Мансийский автономный округ — Югра,Нефтеюганск,"9, Промышленная зона Пионерная",,,,,,,https://www.openstreetmap.org/way/127971217,pending
Родильный дом,maternity_hospital,Амурская область,Благовещенск,улица Горького,,,,,,,https://www.openstreetmap.org/way/140209962,pending
Родильный дом,maternity_hospital,Владимирская область,Ковров,"улица Гагарина, 2",,,,,,,https://www.openstreetmap.org/way/164457492,pending
Родильный дом,maternity_hospital,Ульяновская область,Ульяновск,"улица Лихачёва, 12 к17",,,,,,,https://www.openstreetmap.org/way/283355901,pending
Родильный дом,maternity_hospital,Краснодарский край,Геленджик,Больничный переулок,,,,,,,https://www.openstreetmap.org/way/106049701,pending
Женская консультация,womens_clinic,Москва,Москва,"улица Маршала Катукова, 5, район Строгино",+7 495 3651544,,https://www.klinika29.ru,,,,https://www.openstreetmap.org/way/37685497,pending
Женская консультация (при п-ке №97),womens_clinic,Москва,Москва,"улица Героев Панфиловцев (дублёр), район Северное Тушино",,,,,,,https://www.openstreetmap.org/way/52445490,pending
Женская консультация (при Химкинской ЦРБ),womens_clinic,Московская область,Химки,"улица Строителей, 4А, Новые Химки",,,,,,,https://www.openstreetmap.org/node/882804640,pending
Женская консультация,womens_clinic,Санкт-Петербург,Санкт-Петербург,"Сытнинская улица, Петроградская сторона",+7 812 9130039,,http://p-86.ru/index_g.htm,,,,https://www.openstreetmap.org/node/9745053199,pending
Женская консультация,womens_clinic,Татарстан,Казань,"Гвардейская улица, 65, Клыковка",+7 843 5710795,,http://www.gb11-kazan.ru/,,,,https://www.openstreetmap.org/node/11840784986,pending
Женская консультация,womens_clinic,Краснодарский край,Сочи,"Абрикосовая улица, Макаренко",,,,,,,https://www.openstreetmap.org/node/973595885,pending
Женская консультация,womens_clinic,Свердловская область,Екатеринбург,"улица 8 Марта, 126",,,,,,,https://www.openstreetmap.org/node/11091818700,pending
Женская консультация,womens_clinic,Нижегородская область,Нижний Новгород,"улица Октябрьской Революции, 74, Металлист",,,,,,,https://www.openstreetmap.org/node/4009924344,pending
Женская консультация,womens_clinic,Новосибирская область,Новосибирск,"улица Лескова, Никитинский",,,,,,,https://www.openstreetmap.org/node/2160967911,pending
Женская консультация,womens_clinic,Приморский край,Владивосток,"Светланская улица, Центр",,,,,,,https://www.openstreetmap.org/node/653094788,pending
Женская консультация,womens_clinic,Волгоградская область,Волгоград,"Елецкая улица, 7",,,,,,,https://www.openstreetmap.org/way/105905001,pending
Женская консультация,womens_clinic,Адыгея,Энем,"Коммунистическая улица, 7",,,,,,,https://www.openstreetmap.org/way/80118566,pending
Женская консультация,womens_clinic,Краснодарский край,Краснодар,"улица 40 лет Победы, 146/5",,,,,,,https://www.openstreetmap.org/node/2049461788,pending
Женская консультация,womens_clinic,Омская область,городской округ Омск,"Моторная улица, Московка 2",,,,,,,https://www.openstreetmap.org/node/1503783800,pending
Женская консультация,womens_clinic,Воронежская область,Воронеж,"улица Куцыгина, 21",+7 473 2717270,gp10gk@vmail.ru,,,,,https://www.openstreetmap.org/node/2940420721,pending
Клиника акушерства и гинекологии,obgyn_clinic,Санкт-Петербург,Санкт-Петербург,"улица Льва Толстого, 6-8 литЗ, Петроградская сторона",,,,,,,https://www.openstreetmap.org/way/28692911,pending
Перинатальный центр,perinatal_center,Москва,Зеленоград,"улица Александровка, район Крюково",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/relation/11221006,pending
Женская консультация,womens_clinic,Москва,Зеленоград,"Каштановая аллея, 2 с6, район Савёлки",,,,,,,https://www.openstreetmap.org/way/181831187,pending
Перинатальный Медицинский Центр,perinatal_center,Санкт-Петербург,Санкт-Петербург,"улица Аккуратова, 2 литБ, Комендантский аэродром",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/relation/2045603,pending
Родильный дом,maternity_hospital,Санкт-Петербург,Колпино,"улица Вавилова, 3А",,,,,,,https://www.openstreetmap.org/way/38806446,pending
Женская консультация,womens_clinic,Санкт-Петербург,Петергоф,"улица Шахматова, 12 к4, 23-й квартал",,,,,,,https://www.openstreetmap.org/node/3074093760,pending
Женская консультация,womens_clinic,Санкт-Петербург,Колпино,бульвар Трудящихся,,,,,,,https://www.openstreetmap.org/relation/17579391,pending
Женская консультация,womens_clinic,Санкт-Петербург,Металлострой,"Садовая улица, 3",,,,,,,https://www.openstreetmap.org/way/37132876,pending
Родильный дом Городской клинической больницы № 16,maternity_hospital,Татарстан,Казань,"улица Гагарина, Левченко",+7 843 5606652,,https://www.klinika16.ru,,,,https://www.openstreetmap.org/way/1426488840,pending
Родильный дом №4,maternity_hospital,Нижегородская область,Нижний Новгород,Сивашский переулок,+7 831 2454360,roddom4@mts-nn.ru,,,,,https://www.openstreetmap.org/relation/2350762,pending
Родильный дом №3,maternity_hospital,Нижегородская область,Нижний Новгород,"Газовская улица, Северный",,,,,,,https://www.openstreetmap.org/way/171756756,pending
Родильный дом №1,maternity_hospital,Нижегородская область,Нижний Новгород,Варварская улица,,,,,,,https://www.openstreetmap.org/way/151548237,pending
Родильный дом № 7,maternity_hospital,Нижегородская область,Нижний Новгород,"улица Героя Юрия Смирнова, 71 к5",,,,,,,https://www.openstreetmap.org/relation/2304978,pending
Женская консультация № 3,womens_clinic,Нижегородская область,Нижний Новгород,"Кудьминская улица, 1",+7 831 2746998,,http://rod-dom1.ru/,,,,https://www.openstreetmap.org/node/6501161032,pending
Городская клиническая больница №2 Родильный дом,maternity_hospital,Самарская область,Самара,"улица Дыбенко, Советский район",,,,,,,https://www.openstreetmap.org/way/418974550,pending
Женская консультация,womens_clinic,Самарская область,Кинель,"Зелёная улица, 21Б",,,,,,,https://www.openstreetmap.org/node/12655205529,pending
Женская консультация,womens_clinic,Самарская область,Отрадный,"Пионерская улица, 10",,,,,,,https://www.openstreetmap.org/node/12598394594,pending
Женская консультация №2 СГБ № 6,womens_clinic,Самарская область,Самара,"Аэродромная улица, 97, Советский район",,,,,,,https://www.openstreetmap.org/node/11960949174,pending
Ростовский Перинатальный центр,perinatal_center,Ростовская область,Ростов-на-Дону,"Бодрая улица, 90, Северный посёлок",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/128243538,pending
Родильный дом №5,maternity_hospital,Ростовская область,Ростов-на-Дону,"улица Мадояна, 32, Красный город-сад",,,,,,,https://www.openstreetmap.org/way/120796508,pending
Родильный дом Областной больницы № 2,maternity_hospital,Ростовская область,Ростов-на-Дону,"улица 1-й Конной Армии, 33, Сельмаш",,,,,,,https://www.openstreetmap.org/way/156345179,pending
Родильный дом №2,maternity_hospital,Ростовская область,Ростов-на-Дону,"площадь Карла Маркса, 8, Нахичевань",,,,,,,https://www.openstreetmap.org/way/310567516,pending
Родильный дом больницы № 020,maternity_hospital,Ростовская область,Ростов-на-Дону,"Коммунистический проспект, 39, ЗЖМ",,,,,,,https://www.openstreetmap.org/way/48036569,pending
Женская консультация,womens_clinic,Ростовская область,Ростов-на-Дону,"улица Текучёва, Рабочий городок",,,,,,,https://www.openstreetmap.org/node/3454060393,pending
Родильный Дом,maternity_hospital,Краснодарский край,Кропоткин,улица Гагарина,,,,,,,https://www.openstreetmap.org/node/1320304572,pending
Родильный дом,maternity_hospital,Краснодарский край,Славянск-на-Кубани,"Батарейная улица, 381",,,,,,,https://www.openstreetmap.org/node/1068997409,pending
Родильный дом,maternity_hospital,Краснодарский край,Новокубанск,"улица Карла Маркса, 59/6",,,,,,,https://www.openstreetmap.org/way/49189465,pending
Родильный дом,maternity_hospital,Краснодарский край,Гулькевичи,Комсомольская улица,,,,,,,https://www.openstreetmap.org/way/49009745,pending
Родильный дом,maternity_hospital,Краснодарский край,Курганинск,улица Мира,,,,,,,https://www.openstreetmap.org/way/97113611,pending
Родильный дом,maternity_hospital,Краснодарский край,Каневская,"Больничная улица, 108",,,,,,,https://www.openstreetmap.org/node/11272715108,pending
Родильный дом №5,maternity_hospital,Краснодарский край,Краснодар,улица Красных Партизан,,,,,,,https://www.openstreetmap.org/way/43933615,pending
Родильный дом №4,maternity_hospital,Краснодарский край,Краснодар,"Комсомольская улица, 44",,,,,,,https://www.openstreetmap.org/way/35476209,pending
Родильный дом №1,maternity_hospital,Краснодарский край,Краснодар,"Гимназическая улица, 58",,,,,,,https://www.openstreetmap.org/way/90952713,pending
Воронежский родильный дом №2,maternity_hospital,Воронежская область,Воронеж,"Ленинградская улица, Монастырщина;Монастырка;Монастырщенка;Клементьевка",+7 473 2497042,rd2.vrn@yandex.ru,,,,,https://www.openstreetmap.org/way/291522956,pending
Областной клинический родильный дом,maternity_hospital,Воронежская область,Воронеж,"Московский проспект, 151",,,,,,,https://www.openstreetmap.org/way/290811521,pending
Родильный дом №10,maternity_hospital,Воронежская область,Воронеж,"улица Остужева, 29, Придача",+7 473 2961801,,,,,,https://www.openstreetmap.org/way/243597804,pending
Перинатальный центр,perinatal_center,Пермский край,Чернушка,Парковая улица,,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/6722490085,pending
Пермский краевой перинатальный центр,perinatal_center,Пермский край,Пермь,"улица Маршала Жукова, 33",,,https://pkkb.perm.ru/about/meditsinskie-otdeleniya-PKKB/permskij-kraevoj-perinatalnyij-czentr-PKKB/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/1123614843,pending
Женская консультация,womens_clinic,Пермский край,Пермь,"улица Вильямса, 53А, Гайва",,,,,,,https://www.openstreetmap.org/node/6809846586,pending
Республиканский перинатальный центр,perinatal_center,Башкортостан,Уфа,"улица Авроры, 16, Зелёная Роща",,,https://rkpcufa.ru/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/1161047934,pending
Родильный дом №4,maternity_hospital,Башкортостан,Уфа,"Батырская улица, 41, Зелёная Роща",,,,,,,https://www.openstreetmap.org/way/96550327,pending
Женская консультация,womens_clinic,Башкортостан,Уфа,"улица Рихарда Зорге, Новостройка",,,,,,,https://www.openstreetmap.org/node/607830907,pending
Перинатальный центр,perinatal_center,Красноярский край,Ачинск,"проспект имени И.А. Лапенкова, 15",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/629782995,pending
Краевой перинатальный центр,perinatal_center,Красноярский край,Красноярск,"улица Академика Киренского, 2А/1, Октябрьский район",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/205319403,pending
Родильный дом,maternity_hospital,Красноярский край,Железногорск,"улица Павлова, 5",,,,,,,https://www.openstreetmap.org/way/94330559,pending
Родильный дом,maternity_hospital,Красноярский край,Ермаковское,"улица Курнатовского, 101-2",,,,,,,https://www.openstreetmap.org/way/138356361,pending
Родильный дом,maternity_hospital,Красноярский край,Козулька,улица Свердлова,,,,,,,https://www.openstreetmap.org/way/325161055,pending
Родильный дом,maternity_hospital,Красноярский край,Ирбейское,Советская улица,,,,,,,https://www.openstreetmap.org/way/243294368,pending
Родильный дом №1,maternity_hospital,Красноярский край,Красноярск,"проспект 60 лет Образования СССР, Солнечный микрорайон",,,,,,,https://www.openstreetmap.org/way/60545464,pending
Родильный дом №4,maternity_hospital,Красноярский край,Красноярск,улица Устиновича,+7 391 2242575,,http://rd4.web-registratura.ru/,,,,https://www.openstreetmap.org/relation/6487464,pending
Родильный дом №2,maternity_hospital,Красноярский край,Красноярск,"проспект имени газеты Красноярский Рабочий, Свердловский район",,,,,,,https://www.openstreetmap.org/way/689541981,pending
Женская консультация №3 (родильный дом №1),womens_clinic,Красноярский край,Красноярск,"Ульяновский проспект, 30",+7 391 2243450,,,,,,https://www.openstreetmap.org/node/2482411827,pending
Родильный дом №6,maternity_hospital,Красноярский край,Красноярск,"улица Чайковского, Ленинский район",,,,,,,https://www.openstreetmap.org/node/2476592643,pending
Женская консультация,womens_clinic,Красноярский край,Красноярск,"улица 78-й Добровольческой Бригады, 1, Взлётка",,,,,,,https://www.openstreetmap.org/way/1127471583,pending
Владивостокский клинический родильный дом №3,maternity_hospital,Приморский край,Владивосток,улица Калинина,,,,,,,https://www.openstreetmap.org/relation/7516269,pending
Родильный Дом №1,maternity_hospital,Приморский край,Владивосток,"улица Завойко, 8",,,,,,,https://www.openstreetmap.org/way/79723841,pending
Владивостокский родильный дом №4,maternity_hospital,Приморский край,Владивосток,"Алеутская улица, 38, Центр",,,,,,,https://www.openstreetmap.org/way/47063320,pending
"Кафедра акушерстви и гинекологии, родильный дом",maternity_hospital,Иркутская область,Иркутск,"улица Сурикова, 16, Правобережный округ",,,,,,,https://www.openstreetmap.org/node/6373093181,pending
Женская консультация,womens_clinic,Иркутская область,Ангарск,1/1,,,,,,,https://www.openstreetmap.org/node/2032269367,pending
Женская консультация,womens_clinic,Иркутская область,Тайшет,улица Шевченко,,,,,,,https://www.openstreetmap.org/way/217163799,pending
Женская консультация,womens_clinic,Иркутская область,Усть-Илимск,"улица Чайковского, 11А",,,,,,,https://www.openstreetmap.org/way/156171455,pending
Женская консультация,womens_clinic,Иркутская область,Усолье-Сибирское,"Молотовая улица, посёлок Угольник",,,,,,,https://www.openstreetmap.org/way/104673845,pending
Женская консультация,womens_clinic,Иркутская область,Железногорск-Илимский,"улица Янгеля, 4",,,,,,,https://www.openstreetmap.org/node/4447850005,pending
Перинатальный центр,perinatal_center,Тюменская область,Тобольск,проспект Тимофея Чаркова,,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/relation/7631447,pending
Перинатальный центр,perinatal_center,Тюменская область,Ишим,"улица Республики, 78 к.4",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/294647769,pending
Тюменской области перинатальный центр,perinatal_center,Тюменская область,Тюмень,"улица Энергетиков, 26, КПД",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/30062778,pending
Родильный дом № 2,maternity_hospital,Тюменская область,Тюмень,"улица Энергетиков, Дом Печати",,,,,,,https://www.openstreetmap.org/way/81680116,pending
Родильный дом №3,maternity_hospital,Тюменская область,Тюмень,"улица Гастелло, Комарово",,,,,,,https://www.openstreetmap.org/way/239762727,pending
Детский сад № 183,maternity_hospital,Тюменская область,Тюмень,"Мурманская улица, Дом Печати",,,,,,,https://www.openstreetmap.org/way/545398432,pending
Женская консультация,womens_clinic,Тюменская область,Тюмень,"Олимпийская улица, 36",,,,,,,https://www.openstreetmap.org/node/13001289723,pending
Родильный дом №2,maternity_hospital,Алтайский край,Барнаул,Шлиссельбургский проезд,,,,,,,https://www.openstreetmap.org/way/824520354,pending
Родильный дом №11,maternity_hospital,Алтайский край,Барнаул,"улица Малахова, 51 к2",,,,,,,https://www.openstreetmap.org/way/39900038,pending
КГБУЗ Родильный дом №4,maternity_hospital,Хабаровский край,Хабаровск,"улица Тургенева, 79, Казачка",,roddom4@mail.ru,https://rd4.medkhv.ru/,,,,https://www.openstreetmap.org/node/4578450890,pending
Женская консультация,womens_clinic,Хабаровский край,Хабаровск,"улица Рокоссовского, 35, Южный микрорайон",,,,,,,https://www.openstreetmap.org/way/74959621,pending
Перинатальный центр,perinatal_center,Ярославская область,Рыбинск,"Солнечная улица, 49, Западный",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/893891806,pending
Ярославский областной перинатальный центр,perinatal_center_regional,Ярославская область,городской округ Ярославль,"Тутаевское шоссе, Парижская Коммуна",,,http://opc.zdrav76.ru/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/199478907,pending
Родильный дом,maternity_hospital,Ярославская область,Ростов Великий,улица Фрунзе,,,,,,,https://www.openstreetmap.org/way/1093512977,pending
Женская консультация,womens_clinic,Ярославская область,городской округ Ярославль,"Тутаевское шоссе, 95, Дзержинский район",,,,,,,https://www.openstreetmap.org/node/6143439574,pending
Тульский Областной Перинатальный Центр,perinatal_center_regional,Тульская область,Тула,"улица Вильямса, Глушанки",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/relation/18095170,pending
